UF,CÓDIGO DO MUNICÍPIO NO TSE,MUNICÍPIO, ELEITORADO 
PR,76376,JANIÓPOLIS," 4,950 "
PR,76392,JAPIRA," 3,607 "
PR,76414,JAPURÁ," 7,079 "
PR,76430,JARDIM ALEGRE," 9,643 "
PR,76457,JARDIM OLINDA," 1,230 "
PR,76473,JATAIZINHO," 9,255 "
PR,79979,JESUÍTAS," 7,550 "
PR,76490,JOAQUIM TÁVORA," 8,993 "
PR,76511,JUNDIAÍ DO SUL," 2,561 "
PR,84638,JURANDA," 6,320 "
PR,76538,JUSSARA," 5,421 "
PR,76554,KALORÉ," 3,761 "
PR,76570,LAPA," 35,249 "
PR,74985,LARANJAL," 4,559 "
PR,76597,LARANJEIRAS DO SUL," 23,564 "
PR,76619,LEÓPOLIS," 3,366 "
PR,74489,LIDIANÓPOLIS," 3,491 "
PR,74047,LINDOESTE," 4,872 "
PR,76635,LOANDA," 14,413 "
PR,76651,LOBATO," 3,759 "
PR,76678,LONDRINA," 376,073 "
PR,75809,LUIZIANA," 5,688 "
PR,84590,LUNARDELLI," 4,115 "
PR,76694,LUPIONÓPOLIS," 3,940 "
PR,76716,MALLET," 10,424 "
PR,76732,MAMBORÊ," 10,712 "
PR,76759,MANDAGUAÇU," 18,522 "
PR,76775,MANDAGUARI," 27,228 "
PR,76791,MANDIRITUBA," 18,195 "
PR,75469,MANFRINÓPOLIS," 2,990 "
PR,75116,MANGUEIRINHA," 12,945 "
PR,76813,MANOEL RIBAS," 10,232 "
PR,76830,MARECHAL CÂNDIDO RONDON," 40,375 "
PR,76856,MARIA HELENA," 4,636 "
PR,76872,MARIALVA," 29,096 "
PR,74330,MARILÂNDIA DO SUL," 7,118 "
PR,79758,MARILENA," 6,069 "
PR,76899,MARILUZ," 8,282 "
PR,76910,MARINGÁ," 279,500 "
PR,76937,MARIÓPOLIS," 5,159 "
PR,74500,MARIPÁ," 5,086 "
PR,76953,MARMELEIRO," 11,186 "
PR,75485,MARQUINHO," 3,685 "
PR,76970,MARUMBI," 3,676 "
PR,76996,MATELÂNDIA," 13,678 "
PR,79634,MATINHOS," 28,902 "
PR,74527,MATO RICO," 3,243 "
PR,74543,MAUÁ DA SERRA," 7,131 "
PR,77011,MEDIANEIRA," 37,648 "
PR,74560,MERCEDES," 4,704 "
PR,77038,MIRADOR," 2,144 "
PR,77054,MIRASELVA," 1,757 "
PR,84697,MISSAL," 9,253 "
PR,77070,MOREIRA SALES," 9,852 "
PR,77097,MORRETES," 13,137 "
PR,77119,MUNHOZ DE MELO," 3,327 "
PR,77135,NOSSA SENHORA DAS GRAÇAS," 2,974 "
PR,77151,NOVA ALIANÇA DO IVAÍ," 1,399 "
PR,77178,NOVA AMÉRICA DA COLINA," 3,017 "
PR,79650,NOVA AURORA," 10,086 "
PR,77194,NOVA CANTU," 5,856 "
PR,77216,NOVA ESPERANÇA," 20,751 "
PR,75027,NOVA ESPERANÇA DO SUDOESTE," 4,548 "
PR,77232,NOVA FÁTIMA," 6,422 "
PR,74586,NOVA LARANJEIRAS," 7,666 "
PR,77259,NOVA LONDRINA," 10,458 "
PR,79677,NOVA OLÍMPIA," 4,882 "
PR,79952,NOVA PRATA DO IGUAÇU," 8,374 "
PR,74608,NOVA SANTA BÁRBARA," 3,499 "
PR,79790,NOVA SANTA ROSA," 6,903 "
PR,75760,NOVA TEBAS," 5,631 "
PR,74420,NOVO ITACOLOMI," 2,782 "
PR,77275,ORTIGUEIRA," 18,328 "
PR,77291,OURIZONA," 2,853 "
PR,74063,OURO VERDE DO OESTE," 4,812 "
PR,77313,PAIÇANDU," 27,873 "
PR,77330,PALMAS," 31,351 "
PR,77356,PALMEIRA," 25,674 "
PR,77372,PALMITAL," 10,607 "
PR,77399,PALOTINA," 24,490 "
PR,77410,PARAÍSO DO NORTE," 9,641 "
PR,77437,PARANACITY," 7,678 "
PR,77453,PARANAGUÁ," 101,403 "
PR,77470,PARANAPOEMA," 2,045 "
PR,77496,PARANAVAÍ," 61,661 "
PR,74624,PATO BRAGADO," 4,376 "
PR,77518,PATO BRANCO," 62,391 "
PR,77534,PAULA FREITAS," 4,409 "
PR,77550,PAULO FRONTIN," 5,439 "
PR,77577,PEABIRU," 10,543 "
PR,75507,PEROBAL," 5,312 "
PR,79693,PÉROLA," 9,223 "
PR,77593,PÉROLA D'OESTE," 5,381 "
PR,77615,PIÊN," 9,732 "
PR,75043,PINHAIS," 89,723 "
PR,74640,PINHAL DE SÃO BENTO," 2,175 "
PR,77631,PINHALÃO," 5,284 "
PR,77658,PINHÃO," 23,289 "
PR,77674,PIRAÍ DO SUL," 18,407 "
PR,77690,PIRAQUARA," 65,044 "
PR,77712,PITANGA," 26,983 "
PR,74667,PITANGUEIRAS," 2,584 "
PR,77739,PLANALTINA DO PARANÁ," 3,188 "
PR,77755,PLANALTO," 10,637 "
PR,77771,PONTA GROSSA," 239,611 "
PR,75523,PONTAL DO PARANÁ," 18,981 "
PR,77798,PORECATU," 9,745 "
PR,77810,PORTO AMAZONAS," 3,751 "
PR,75540,PORTO BARREIRO," 3,137 "
PR,77836,PORTO RICO," 2,509 "
PR,77852,PORTO VITÓRIA," 3,007 "
PR,75566,PRADO FERREIRA," 3,072 "
PR,79910,PRANCHITA," 4,557 "
PR,77879,PRESIDENTE CASTELO BRANCO," 4,035 "
PR,77895,PRIMEIRO DE MAIO," 8,726 "
PR,77917,PRUDENTÓPOLIS," 37,979 "
PR,75582,QUARTO CENTENÁRIO," 3,688 "
PR,77933,QUATIGUÁ," 6,469 "
PR,77950,QUATRO BARRAS," 15,802 "
PR,74683,QUATRO PONTES," 3,698 "
PR,79553,QUEDAS DO IGUAÇU," 24,302 "
PR,77976,QUERÊNCIA DO NORTE," 7,545 "
PR,77992,QUINTA DO SOL," 4,313 "
PR,78018,QUITANDINHA," 13,148 "
PR,74705,RAMILÂNDIA," 3,434 "
PR,78034,RANCHO ALEGRE," 3,013 "
PR,74721,RANCHO ALEGRE D'OESTE," 2,444 "
PR,78050,REALEZA," 14,418 "
PR,78077,REBOUÇAS," 11,515 "
PR,78093,RENASCENÇA," 5,014 "
PR,78115,RESERVA," 20,178 "
PR,75604,RESERVA DO IGUAÇU," 5,231 "
PR,78131,RIBEIRÃO CLARO," 9,603 "
PR,78158,RIBEIRÃO DO PINHAL," 10,306 "
PR,78174,RIO AZUL," 10,522 "
PR,78190,RIO BOM," 2,925 "
PR,74748,RIO BONITO DO IGUAÇU," 10,784 "
PR,75620,RIO BRANCO DO IVAÍ," 3,564 "
PR,78212,RIO BRANCO DO SUL," 25,506 "
PR,78239,RIO NEGRO," 23,157 "
PR,78255,ROLÂNDIA," 47,832 "
PR,78271,RONCADOR," 8,311 "
PR,78298,RONDON," 7,343 "
PR,75744,ROSÁRIO DO IVAÍ," 5,029 "
PR,78310,SABÁUDIA," 5,881 "
PR,78336,SALGADO FILHO," 3,579 "
PR,78352,SALTO DO ITARARÉ," 4,280 "
PR,78379,SALTO DO LONTRA," 10,822 "
PR,78395,SANTA AMÉLIA," 3,026 "
PR,78417,SANTA CECÍLIA DO PAVÃO," 3,001 "
PR,78433,SANTA CRUZ DE MONTE CASTELO," 6,257 "
PR,78450,SANTA FÉ," 8,679 "
PR,79715,SANTA HELENA," 20,967 "
PR,78476,SANTA INÊS," 1,701 "
PR,78492,SANTA ISABEL DO IVAÍ," 6,812 "
PR,78514,SANTA IZABEL DO OESTE," 9,155 "
PR,74764,SANTA LÚCIA," 3,322 "
PR,74802,SANTA MARIA DO OESTE," 8,771 "
PR,78530,SANTA MARIANA," 9,493 "
PR,74829,SANTA MÔNICA," 2,660 "
PR,74080,SANTA TEREZA DO OESTE," 9,115 "
PR,84670,SANTA TEREZINHA DE ITAIPU," 17,219 "
PR,78557,SANTANA DO ITARARÉ," 4,387 "
PR,78590,SANTO ANTÔNIO DA PLATINA," 31,621 "
PR,78611,SANTO ANTONIO DO CAIUÁ," 2,377 "
PR,78638,SANTO ANTÔNIO DO PARAÍSO," 2,112 "
PR,78573,SANTO ANTÔNIO DO SUDOESTE," 14,333 "
PR,78654,SANTO INÁCIO," 4,445 "
PR,78670,SÃO CARLOS DO IVAÍ," 5,359 "
PR,78697,SÃO JERÔNIMO DA SERRA," 8,239 "
PR,78719,SÃO JOÃO," 8,888 "
PR,78735,SÃO JOÃO DO CAIUÁ," 4,864 "
PR,78751,SÃO JOÃO DO IVAÍ," 8,865 "
PR,78778,SÃO JOÃO DO TRIUNFO," 10,867 "
PR,78794,SÃO JORGE DO IVAÍ," 4,741 "
PR,79995,SÃO JORGE DO PATROCÍNIO," 5,080 "
PR,78816,SÃO JORGE D'OESTE," 7,667 "
PR,78832,SÃO JOSÉ DA BOA VISTA," 4,628 "
PR,84719,SÃO JOSÉ DAS PALMEIRAS," 3,245 "
PR,78859,SÃO JOSÉ DOS PINHAIS," 197,064 "
PR,74845,SÃO MANOEL DO PARANÁ," 1,978 "
PR,78875,SÃO MATEUS DO SUL," 32,369 "
PR,78891,SÃO MIGUEL DO IGUAÇU," 22,345 "
PR,74861,SÃO PEDRO DO IGUAÇU," 4,997 "
PR,78913,SÃO PEDRO DO IVAÍ," 6,881 "
PR,78930,SÃO PEDRO DO PARANÁ," 2,422 "
PR,78956,SÃO SEBASTIÃO DA AMOREIRA," 6,609 "
PR,78972,SÃO TOMÉ," 4,584 "
PR,78999,SAPOPEMA," 5,222 "
PR,84611,SARANDI," 64,050 "
PR,75060,SAUDADE DO IGUAÇU," 4,902 "
PR,79014,SENGÉS," 13,528 "
PR,75647,SERRANÓPOLIS DO IGUAÇU," 4,336 "
PR,79030,SERTANEJA," 4,682 "
PR,79057,SERTANÓPOLIS," 12,821 "
PR,79073,SIQUEIRA CAMPOS," 15,487 "
PR,75787,SULINA," 2,796 "
PR,75663,TAMARANA," 8,288 "
PR,79090,TAMBOARA," 4,061 "
PR,79111,TAPEJARA," 12,362 "
PR,79731,TAPIRA," 4,775 "
PR,79138,TEIXEIRA SOARES," 7,646 "
PR,79154,TELÊMACO BORBA," 48,593 "
PR,79170,TERRA BOA," 12,855 "
PR,79197,TERRA RICA," 11,704 "
PR,79219,TERRA ROXA," 12,962 "
PR,79235,TIBAGI," 14,142 "
PR,79251,TIJUCAS DO SUL," 11,568 "
PR,79278,TOLEDO," 98,692 "
PR,79294,TOMAZINA," 6,348 "
PR,79871,TRÊS BARRAS DO PARANÁ," 9,268 "
PR,74888,TUNAS DO PARANÁ," 5,198 "
PR,79316,TUNEIRAS DO OESTE," 6,872 "
PR,79936,TUPÃSSI," 5,787 "
PR,84530,TURVO," 11,264 "
PR,79332,UBIRATÃ," 19,436 "
PR,79359,UMUARAMA," 78,446 "
PR,79375,UNIÃO DA VITÓRIA," 38,848 "
PR,79391,UNIFLOR," 2,114 "
PR,79413,URAÍ," 8,383 "
PR,74900,VENTANIA," 7,068 "
PR,79898,VERA CRUZ DO OESTE," 7,006 "
PR,79456,VERÊ," 7,061 "
PR,74969,VIRMOND," 3,443 "
PR,79472,VITORINO," 5,547 "
PR,79430,WENCESLAU BRAZ," 14,486 "
PR,79499,XAMBRÊ," 5,188 "
RJ,58017,ANGRA DOS REIS," 130,059 "
RJ,58181,APERIBÉ," 8,947 "
RJ,58033,ARARUAMA," 98,336 "
RJ,58220,AREAL," 9,595 "
RJ,58408,ARMAÇÃO DOS BÚZIOS," 30,600 "
RJ,59277,ARRAIAL DO CABO," 31,870 "
RJ,58050,BARRA DO PIRAÍ," 69,676 "
RJ,58076,BARRA MANSA," 133,606 "
RJ,58041,BELFORD ROXO," 325,796 "
RJ,58092,BOM JARDIM," 22,059 "
RJ,58114,BOM JESUS DO ITABAPOANA," 30,453 "
RJ,58130,CABO FRIO," 149,701 "
RJ,58157,CACHOEIRAS DE MACACU," 45,165 "
RJ,58173,CAMBUCI," 12,651 "
RJ,58190,CAMPOS DOS GOYTACAZES," 360,626 "
RJ,58211,CANTAGALO," 15,930 "
RJ,58300,CARAPEBUS," 12,791 "
RJ,58068,CARDOSO MOREIRA," 11,990 "
RJ,58238,CARMO," 14,526 "
RJ,58254,CASIMIRO DE ABREU," 32,525 "
RJ,58165,COMENDADOR LEVY GASPARIAN," 7,946 "
RJ,58270,CONCEIÇÃO DE MACABU," 17,781 "
RJ,58297,CORDEIRO," 17,022 "
RJ,58319,DUAS BARRAS," 9,874 "
RJ,58335,DUQUE DE CAXIAS," 658,000 "
RJ,58351,ENGENHEIRO PAULO DE FRONTIN," 11,034 "
RJ,58106,GUAPIMIRIM," 41,007 "
RJ,58262,IGUABA GRANDE," 25,807 "
RJ,58378,ITABORAÍ," 171,282 "
RJ,58394,ITAGUAÍ," 91,543 "
RJ,59293,ITALVA," 11,609 "
RJ,58416,ITAOCARA," 20,323 "
RJ,58432,ITAPERUNA," 74,471 "
RJ,58440,ITATIAIA," 25,206 "
RJ,58149,JAPERI," 73,444 "
RJ,58459,LAJE DO MURIAÉ," 7,467 "
RJ,58475,MACAÉ," 164,425 "
RJ,58386,MACUCO," 7,116 "
RJ,58491,MAGÉ," 193,559 "
RJ,58513,MANGARATIBA," 37,898 "
RJ,58530,MARICÁ," 121,577 "
RJ,58556,MENDES," 15,825 "
RJ,58467,MESQUITA," 133,070 "
RJ,58572,MIGUEL PEREIRA," 23,371 "
RJ,58599,MIRACEMA," 22,900 "
RJ,58610,NATIVIDADE," 12,889 "
RJ,58637,NILÓPOLIS," 130,705 "
RJ,58653,NITERÓI," 391,268 "
RJ,58670,NOVA FRIBURGO," 151,502 "
RJ,58696,NOVA IGUAÇU," 586,985 "
RJ,58718,PARACAMBI," 33,858 "
RJ,58734,PARAÍBA DO SUL," 33,928 "
RJ,58750,PARATY," 31,108 "
RJ,59315,PATY DO ALFERES," 22,843 "
RJ,58777,PETRÓPOLIS," 240,152 "
RJ,58246,PINHEIRAL," 17,633 "
RJ,58793,PIRAÍ," 22,777 "
RJ,58815,PORCIÚNCULA," 14,535 "
RJ,58327,PORTO REAL," 17,453 "
RJ,58025,QUATIS," 10,792 "
RJ,58122,QUEIMADOS," 87,662 "
RJ,58009,QUISSAMÃ," 18,630 "
RJ,58831,RESENDE," 94,212 "
RJ,58858,RIO BONITO," 45,114 "
RJ,58874,RIO CLARO," 15,646 "
RJ,58890,RIO DAS FLORES," 8,386 "
RJ,58203,RIO DAS OSTRAS," 83,760 "
RJ,60011,RIO DE JANEIRO," 4,851,887 "
RJ,58912,SANTA MARIA MADALENA," 8,908 "
RJ,58939,SANTO ANTÔNIO DE PÁDUA," 33,098 "
RJ,58955,SÃO FIDÉLIS," 31,933 "
RJ,58289,SÃO FRANCISCO DE ITABAPOANA," 38,064 "
RJ,58971,SÃO GONÇALO," 663,833 "
RJ,58998,SÃO JOÃO DA BARRA," 36,493 "
RJ,59013,SÃO JOÃO DE MERITI," 376,989 "
RJ,58343,SÃO JOSÉ DE UBÁ," 7,199 "
RJ,59331,SÃO JOSÉ DO VALE DO RIO PRETO," 16,765 "
RJ,59030,SÃO PEDRO DA ALDEIA," 66,286 "
RJ,59056,SÃO SEBASTIÃO DO ALTO," 7,589 "
RJ,59072,SAPUCAIA," 16,516 "
RJ,59099,SAQUAREMA," 67,065 "
RJ,58424,SEROPÉDICA," 56,531 "
RJ,59110,SILVA JARDIM," 19,503 "
RJ,59137,SUMIDOURO," 14,343 "
RJ,58360,TANGUÁ," 24,796 "
RJ,59153,TERESÓPOLIS," 125,325 "
RJ,59170,TRAJANO DE MORAES," 8,606 "
RJ,59196,TRÊS RIOS," 62,121 "
RJ,59218,VALENÇA," 57,317 "
RJ,58084,VARRE-SAI," 8,498 "
RJ,59234,VASSOURAS," 30,859 "
RJ,59250,VOLTA REDONDA," 222,991 "
RN,16012,ACARI," 9,089 "
RN,16055,AFONSO BEZERRA," 9,480 "
RN,16071,ÁGUA NOVA," 2,753 "
RN,16098,ALEXANDRIA," 10,938 "
RN,16110,ALMINO AFONSO," 5,069 "
RN,16136,ALTO DO RODRIGUES," 10,806 "
RN,16152,ANGICOS," 9,462 "
RN,16179,ANTÔNIO MARTINS," 5,457 "
RN,16195,APODI," 27,807 "
RN,16217,AREIA BRANCA," 20,974 "
RN,16233,AREZ," 10,595 "
RN,16039,ASSÚ," 42,162 "
RN,16276,BAÍA FORMOSA," 6,968 "
RN,30031,BARAÚNA," 19,741 "
RN,16292,BARCELONA," 4,627 "
RN,16314,BENTO FERNANDES," 4,615 "
RN,17035,BOA SAÚDE," 7,304 "
RN,16101,BODÓ," 3,394 "
RN,16330,BOM JESUS," 8,306 "
RN,16357,BREJINHO," 9,734 "
RN,16047,CAIÇARA DO NORTE," 4,962 "
RN,16373,CAIÇARA DO RIO DO VENTO," 3,531 "
RN,16390,CAICÓ," 43,335 "
RN,16250,CAMPO GRANDE," 8,265 "
RN,16411,CAMPO REDONDO," 7,790 "
RN,16438,CANGUARETAMA," 23,128 "
RN,16454,CARAÚBAS," 18,378 "
RN,16470,CARNAÚBA DOS DANTAS," 5,815 "
RN,16497,CARNAUBAIS," 8,583 "
RN,16519,CEARÁ-MIRIM," 53,136 "
RN,16535,CERRO CORÁ," 8,783 "
RN,16551,CORONEL EZEQUIEL," 4,644 "
RN,16578,CORONEL JOÃO PESSOA," 3,892 "
RN,16594,CRUZETA," 6,785 "
RN,16616,CURRAIS NOVOS," 30,600 "
RN,16632,DOUTOR SEVERIANO," 5,611 "
RN,16659,ENCANTO," 4,509 "
RN,16675,EQUADOR," 4,511 "
RN,16691,ESPÍRITO SANTO," 7,184 "
RN,16713,EXTREMOZ," 24,189 "
RN,16730,FELIPE GUERRA," 6,470 "
RN,16144,FERNANDO PEDROZA," 3,075 "
RN,16756,FLORÂNIA," 7,790 "
RN,16772,FRANCISCO DANTAS," 2,744 "
RN,17515,FRUTUOSO GOMES," 3,944 "
RN,16799,GALINHOS," 2,521 "
RN,16810,GOIANINHA," 20,172 "
RN,16837,GOVERNADOR DIX-SEPT ROSADO," 11,638 "
RN,16853,GROSSOS," 8,565 "
RN,16870,GUAMARÉ," 14,474 "
RN,16896,IELMO MARINHO," 10,689 "
RN,16918,IPANGUAÇU," 12,291 "
RN,16934,IPUEIRA," 1,976 "
RN,16080,ITAJÁ," 6,476 "
RN,16950,ITAÚ," 4,778 "
RN,16977,JAÇANÃ," 5,694 "
RN,16993,JANDAÍRA," 5,348 "
RN,17019,JANDUÍS," 4,278 "
RN,17051,JAPI," 5,366 "
RN,17078,JARDIM DE ANGICOS," 2,654 "
RN,17094,JARDIM DE PIRANHAS," 10,300 "
RN,17116,JARDIM DO SERIDÓ," 9,774 "
RN,17132,JOÃO CÂMARA," 23,959 "
RN,17159,JOÃO DIAS," 3,078 "
RN,17175,JOSÉ DA PENHA," 5,081 "
RN,17191,JUCURUTU," 14,572 "
RN,16306,JUNDIÁ," 4,216 "
RN,17230,LAGOA D'ANTA," 5,310 "
RN,17256,LAGOA DE PEDRAS," 7,036 "
RN,17272,LAGOA DE VELHOS," 3,200 "
RN,17299,LAGOA NOVA," 11,814 "
RN,17310,LAGOA SALGADA," 9,118 "
RN,17337,LAJES," 8,440 "
RN,17353,LAJES PINTADAS," 4,884 "
RN,17370,LUCRÉCIA," 3,277 "
RN,17396,LUÍS GOMES," 7,182 "
RN,17418,MACAÍBA," 50,091 "
RN,17434,MACAU," 22,152 "
RN,16160,MAJOR SALES," 2,929 "
RN,17450,MARCELINO VIEIRA," 6,558 "
RN,17477,MARTINS," 6,564 "
RN,17493,MAXARANGUAPE," 8,750 "
RN,17213,MESSIAS TARGINO," 4,212 "
RN,17531,MONTANHAS," 8,584 "
RN,17558,MONTE ALEGRE," 16,359 "
RN,17574,MONTE DAS GAMELEIRAS," 2,675 "
RN,17590,MOSSORÓ," 175,932 "
RN,17612,NATAL," 560,929 "
RN,17639,NÍSIA FLORESTA," 20,121 "
RN,17655,NOVA CRUZ," 25,345 "
RN,17671,OLHO D'ÁGUA DO BORGES," 4,332 "
RN,17698,OURO BRANCO," 4,127 "
RN,17710,PARANÁ," 4,069 "
RN,17736,PARAÚ," 4,224 "
RN,17752,PARAZINHO," 4,834 "
RN,17779,PARELHAS," 16,516 "
RN,17795,PARNAMIRIM," 125,346 "
RN,17817,PASSA E FICA," 8,804 "
RN,17833,PASSAGEM," 3,332 "
RN,17850,PATU," 9,074 "
RN,17876,PAU DOS FERROS," 19,346 "
RN,17892,PEDRA GRANDE," 3,872 "
RN,17914,PEDRA PRETA," 3,186 "
RN,17930,PEDRO AVELINO," 6,726 "
RN,17957,PEDRO VELHO," 11,103 "
RN,17973,PENDÊNCIAS," 10,351 "
RN,17990,PILÕES," 3,593 "
RN,18015,POÇO BRANCO," 10,467 "
RN,18031,PORTALEGRE," 5,943 "
RN,16284,PORTO DO MANGUE," 4,775 "
RN,18074,PUREZA," 7,635 "
RN,18090,RAFAEL FERNANDES," 4,665 "
RN,18937,RAFAEL GODEIRO," 3,827 "
RN,18112,RIACHO DA CRUZ," 2,726 "
RN,18139,RIACHO DE SANTANA," 3,605 "
RN,18155,RIACHUELO," 5,987 "
RN,16268,RIO DO FOGO," 9,368 "
RN,18171,RODOLFO FERNANDES," 4,038 "
RN,18198,RUY BARBOSA," 3,886 "
RN,18236,SANTA CRUZ," 24,536 "
RN,16241,SANTA MARIA," 4,373 "
RN,18279,SANTANA DO MATOS," 10,961 "
RN,18252,SANTANA DO SERIDÓ," 2,492 "
RN,18295,SANTO ANTÔNIO," 16,917 "
RN,18317,SÃO BENTO DO NORTE," 3,521 "
RN,18333,SÃO BENTO DO TRAIRÍ," 4,073 "
RN,18350,SÃO FERNANDO," 3,365 "
RN,18210,SÃO FRANCISCO DO OESTE," 3,911 "
RN,18376,SÃO GONÇALO DO AMARANTE," 69,027 "
RN,18392,SÃO JOÃO DO SABUGI," 4,969 "
RN,18414,SÃO JOSÉ DE MIPIBU," 30,873 "
RN,18430,SÃO JOSÉ DO CAMPESTRE," 9,905 "
RN,18457,SÃO JOSÉ DO SERIDÓ," 4,216 "
RN,18473,SÃO MIGUEL," 17,003 "
RN,16063,SÃO MIGUEL DO GOSTOSO," 8,222 "
RN,18490,SÃO PAULO DO POTENGI," 13,095 "
RN,18511,SÃO PEDRO," 5,997 "
RN,18538,SÃO RAFAEL," 7,019 "
RN,18554,SÃO TOMÉ," 9,372 "
RN,18570,SÃO VICENTE," 5,024 "
RN,18597,SENADOR ELÓI DE SOUZA," 5,254 "
RN,18619,SENADOR GEORGINO AVELINO," 3,695 "
RN,18058,SERRA CAIADA," 7,777 "
RN,18635,SERRA DE SÃO BENTO," 5,287 "
RN,16020,SERRA DO MEL," 10,442 "
RN,18651,SERRA NEGRA DO NORTE," 6,251 "
RN,18678,SERRINHA," 6,457 "
RN,16209,SERRINHA DOS PINTOS," 3,895 "
RN,18694,SEVERIANO MELO," 6,482 "
RN,18716,SÍTIO NOVO," 4,856 "
RN,18732,TABOLEIRO GRANDE," 2,755 "
RN,18759,TAIPU," 9,818 "
RN,18775,TANGARÁ," 11,756 "
RN,18791,TENENTE ANANIAS," 7,362 "
RN,16004,TENENTE LAURENTINO CRUZ," 4,913 "
RN,16225,TIBAU," 5,619 "
RN,18813,TIBAU DO SUL," 11,598 "
RN,18830,TIMBAÚBA DOS BATISTAS," 2,583 "
RN,18856,TOUROS," 24,785 "
RN,16128,TRIUNFO POTIGUAR," 3,885 "
RN,18872,UMARIZAL," 8,428 "
RN,18899,UPANEMA," 11,191 "
RN,18910,VÁRZEA," 4,616 "
RN,16187,VENHA-VER," 3,764 "
RN,18953,VERA CRUZ," 10,086 "
RN,18970,VIÇOSA," 1,824 "
RN,18996,VILA FLOR," 2,874 "
RO,310,ALTA FLORESTA D'OESTE," 19,478 "
RO,736,ALTO ALEGRE DOS PARECIS," 8,093 "
RO,639,ALTO PARAÍSO," 11,766 "
RO,337,ALVORADA DO OESTE," 11,941 "
RO,78,ARIQUEMES," 66,872 "
RO,779,BURITIS," 22,608 "
RO,450,CABIXI," 4,681 "
RO,620,CACAULÂNDIA," 3,963 "
RO,94,CACOAL," 63,487 "
RO,671,CAMPO NOVO DE RONDÔNIA," 7,773 "
RO,477,CANDEIAS DO JAMARI," 18,023 "
RO,531,CASTANHEIRAS," 3,116 "
RO,272,CEREJEIRAS," 12,546 "
RO,809,CHUPINGUAIA," 7,266 "
RO,230,COLORADO DO OESTE," 13,510 "
RO,655,CORUMBIARA," 5,612 "
RO,213,COSTA MARQUES," 9,364 "
RO,680,CUJUBIM," 10,544 "
RO,256,ESPIGÃO DO OESTE," 23,496 "
RO,612,GOVERNADOR JORGE TEIXEIRA," 7,559 "
RO,19,GUAJARÁ-MIRIM," 27,740 "
RO,493,ITAPUÃ DO OESTE," 6,397 "
RO,159,JARU," 42,758 "
RO,51,JI-PARANÁ," 88,732 "
RO,396,MACHADINHO D'OESTE," 22,666 "
RO,604,MINISTRO ANDREAZZA," 6,115 "
RO,574,MIRANTE DA SERRA," 9,156 "
RO,663,MONTE NEGRO," 9,949 "
RO,370,NOVA BRASILÂNDIA D'OESTE," 14,097 "
RO,434,NOVA MAMORÉ," 17,335 "
RO,744,NOVA UNIÃO," 5,564 "
RO,515,NOVO HORIZONTE DO OESTE," 6,700 "
RO,175,OURO PRETO DO OESTE," 30,390 "
RO,701,PARECIS," 3,279 "
RO,116,PIMENTA BUENO," 25,416 "
RO,787,PIMENTEIRAS DO OESTE," 1,944 "
RO,35,PORTO VELHO," 333,031 "
RO,191,PRESIDENTE MÉDICI," 15,389 "
RO,728,PRIMAVERA DE RONDÔNIA," 2,803 "
RO,647,RIO CRESPO," 3,412 "
RO,299,ROLIM DE MOURA," 39,338 "
RO,353,SANTA LUZIA D'OESTE," 6,757 "
RO,710,SÃO FELIPE D'OESTE," 4,376 "
RO,795,SÃO FRANCISCO DO GUAPORÉ," 12,248 "
RO,418,SÃO MIGUEL DO GUAPORÉ," 17,465 "
RO,582,SERINGUEIRAS," 9,997 "
RO,752,TEIXEIRÓPOLIS," 4,110 "
RO,590,THEOBROMA," 8,175 "
RO,566,URUPÁ," 9,749 "
RO,698,VALE DO ANARI," 6,335 "
RO,558,VALE DO PARAÍSO," 6,202 "
RO,132,VILHENA," 61,182 "
RR,3050,ALTO ALEGRE," 10,525 "
RR,3042,AMAJARI," 6,019 "
RR,3018,BOA VISTA," 217,477 "
RR,3077,BONFIM," 9,665 "
RR,3069,CANTÁ," 12,894 "
RR,3034,CARACARAÍ," 13,468 "
RR,3000,CAROEBE," 5,841 "
RR,3026,IRACEMA," 5,328 "
RR,3093,MUCAJAÍ," 11,929 "
RR,3115,NORMANDIA," 6,912 "
RR,3123,PACARAIMA," 8,133 "
RR,3085,RORAINÓPOLIS," 18,775 "
RR,3131,SÃO JOÃO DA BALIZA," 4,581 "
RR,3158,SÃO LUIZ," 5,396 "
RR,3107,UIRAMUTÃ," 5,708 "
RS,88986,ACEGUÁ," 3,757 "
RS,84948,ÁGUA SANTA," 3,003 "
RS,85014,AGUDO," 12,138 "
RS,85030,AJURICABA," 5,868 "
RS,85057,ALECRIM," 5,395 "
RS,85073,ALEGRETE," 58,603 "
RS,85545,ALEGRIA," 3,351 "
RS,89001,ALMIRANTE TAMANDARÉ DO SUL," 1,906 "
RS,85090,ALPESTRE," 6,165 "
RS,84808,ALTO ALEGRE," 1,800 "
RS,86282,ALTO FELIZ," 2,728 "
RS,85111,ALVORADA," 132,361 "
RS,86045,AMARAL FERRADOR," 4,617 "
RS,86304,AMETISTA DO SUL," 5,585 "
RS,86100,ANDRÉ DA ROCHA," 1,324 "
RS,85138,ANTA GORDA," 4,750 "
RS,85154,ANTÔNIO PRADO," 10,276 "
RS,86320,ARAMBARÉ," 3,457 "
RS,88862,ARARICÁ," 5,653 "
RS,85170,ARATIBA," 6,273 "
